age,gender,location,marital_status,plan_type,monthly_value,contract_duration_months,payment_method,avg_monthly_minutes,data_usage_gb,num_services,num_complaints,support_calls,service_failures,last_interaction_days,app_usage_score,total_spent,late_payments,churn
37,Feminino,Rural,Divorciado,Semestral,62.15,4,Boleto Bancário,768.85,88.39,1,0,3,0,20,5.0,248.6,0,0
65,Feminino,Urbano,Divorciado,Semestral,116.71,39,Débito Automático,1035.1,95.06,4,0,3,0,30,3.1,4551.69,0,0
68,Masculino,Subúrbio,Casado,Semestral,41.74,29,Débito Automático,1147.0,62.76,4,0,1,0,177,2.3,1210.46,1,1
67,Feminino,Urbano,Solteiro,Anual,158.97,40,Cartão de Crédito,367.41,39.95,4,0,2,0,140,2.6,6358.8,1,0
19,Feminino,Urbano,Divorciado,Mensal,135.88,25,Débito Automático,1447.82,60.83,2,0,7,0,46,1.6,3397.0,0,0
53,Masculino,Urbano,Divorciado,Semestral,69.73,16,Boleto Bancário,500.81,50.85,2,4,6,0,124,4.2,1115.68,1,1
47,Feminino,Rural,Solteiro,Semestral,77.03,28,Boleto Bancário,251.02,83.46,1,0,0,0,9,1.2,2156.84,0,0
42,Masculino,Rural,Divorciado,Mensal,47.05,45,Boleto Bancário,134.33,73.01,2,0,0,0,83,3.3,2117.25,0,0
32,Masculino,Urbano,Divorciado,Mensal,93.02,31,Boleto Bancário,261.88,35.42,4,0,7,1,160,1.4,2883.62,1,0
60,Masculino,Urbano,Divorciado,Anual,63.37,14,Boleto Bancário,997.95,64.57,4,2,7,0,73,1.1,887.18,0,0
53,Feminino,Subúrbio,Divorciado,Mensal,172.17,11,Boleto Bancário,1272.18,37.99,1,0,0,0,90,5.0,1893.87,0,0
60,Feminino,Rural,Casado,Mensal,191.06,10,Boleto Bancário,158.46,18.06,4,1,6,0,24,1.1,1910.6,1,0
36,Feminino,Urbano,Solteiro,Anual,155.87,36,Débito Automático,1060.89,42.6,1,0,7,0,119,2.7,5611.32,0,0
31,Masculino,Urbano,Casado,Semestral,40.2,42,Cartão de Crédito,1151.32,35.49,4,0,3,0,28,1.6,1688.4,0,0
32,Masculino,Urbano,Divorciado,Mensal,94.87,34,Boleto Bancário,1338.79,80.45,2,1,4,0,119,1.8,3225.58,0,1
53,Masculino,Urbano,Casado,Semestral,38.35,42,Boleto Bancário,1318.21,43.89,3,0,6,2,145,2.8,1610.7,0,0
67,Feminino,Urbano,Divorciado,Mensal,189.31,18,Boleto Bancário,961.99,39.34,4,0,7,1,90,1.4,3407.58,0,0
23,Masculino,Subúrbio,Solteiro,Anual,50.34,38,Boleto Bancário,346.71,10.9,2,0,2,0,112,3.4,1912.92,0,0
55,Masculino,Urbano,Divorciado,Semestral,196.76,1,Cartão de Crédito,1412.09,38.32,1,0,9,0,108,1.4,196.76,0,0
53,Masculino,Subúrbio,Divorciado,Mensal,166.28,16,Boleto Bancário,1456.74,35.61,2,0,9,0,165,1.6,2660.48,0,0
34,Feminino,Urbano,Solteiro,Mensal,90.97,1,Cartão de Crédito,1496.24,14.34,3,0,2,0,40,1.6,90.97,0,1
48,Feminino,Subúrbio,Divorciado,Semestral,100.11,21,Boleto Bancário,965.14,93.68,3,0,9,0,124,4.9,2102.31,1,0
22,Masculino,Urbano,Solteiro,Mensal,127.06,45,Cartão de Crédito,1355.53,98.17,4,0,5,0,171,1.5,5717.7,0,0
24,Masculino,Rural,Divorciado,Mensal,103.08,7,Débito Automático,386.25,58.74,3,0,8,0,153,3.4,721.56,0,0
30,Masculino,Urbano,Divorciado,Mensal,41.03,34,Cartão de Crédito,859.33,31.47,4,0,2,0,122,3.1,1395.02,0,0
26,Feminino,Subúrbio,Casado,Mensal,75.69,35,Débito Automático,1201.16,46.23,4,0,5,0,110,1.2,2649.15,0,0
29,Masculino,Urbano,Solteiro,Semestral,118.45,34,Boleto Bancário,1218.02,14.35,3,0,4,1,157,3.6,4027.3,0,0
30,Feminino,Urbano,Casado,Semestral,168.09,13,Débito Automático,828.41,6.17,4,0,4,0,21,1.3,2185.17,0,0
32,Masculino,Urbano,Casado,Anual,31.64,18,Boleto Bancário,60.69,16.79,1,0,4,1,90,1.1,569.52,0,0
38,Masculino,Urbano,Casado,Mensal,95.02,8,Boleto Bancário,76.88,36.68,2,2,2,0,83,1.7,760.16,0,0
33,Feminino,Subúrbio,Divorciado,Mensal,194.34,46,Cartão de Crédito,1022.96,82.46,3,1,3,0,158,4.6,8939.64,1,0
64,Masculino,Subúrbio,Solteiro,Mensal,76.81,25,Boleto Bancário,1385.26,14.62,2,0,8,0,135,4.7,1920.25,0,0
53,Masculino,Urbano,Casado,Mensal,111.33,14,Boleto Bancário,789.19,47.97,1,0,4,0,30,2.4,1558.62,0,0
26,Feminino,Subúrbio,Casado,Mensal,62.57,27,Débito Automático,1011.06,25.57,3,0,8,1,167,2.7,1689.39,0,1
33,Masculino,Urbano,Solteiro,Anual,140.62,31,Cartão de Crédito,175.9,91.3,1,0,2,0,179,2.0,4359.22,1,0
47,Feminino,Urbano,Casado,Mensal,179.19,22,Boleto Bancário,1196.75,98.59,1,0,7,0,106,2.0,3942.18,0,1
20,Feminino,Urbano,Solteiro,Semestral,197.22,35,Boleto Bancário,375.81,89.06,1,2,2,0,49,3.9,6902.7,0,1
65,Feminino,Urbano,Casado,Semestral,49.51,47,Boleto Bancário,1151.31,71.36,4,1,3,2,88,2.6,2326.97,1,0
52,Masculino,Subúrbio,Solteiro,Semestral,175.41,33,Boleto Bancário,911.41,90.51,1,0,2,0,49,2.0,5788.53,1,1
23,Feminino,Subúrbio,Solteiro,Anual,164.43,39,Cartão de Crédito,137.69,58.87,2,2,5,0,156,3.1,6412.77,0,0
42,Masculino,Urbano,Casado,Anual,162.5,8,Boleto Bancário,897.8,47.15,2,0,2,0,153,2.4,1300.0,0,0
42,Feminino,Rural,Divorciado,Mensal,128.06,25,Cartão de Crédito,187.37,81.0,2,0,7,0,95,2.7,3201.5,0,1
68,Masculino,Urbano,Solteiro,Semestral,124.77,1,Cartão de Crédito,351.61,62.42,2,0,6,0,79,3.4,124.77,0,1
53,Feminino,Urbano,Divorciado,Mensal,70.15,35,Boleto Bancário,1131.32,85.98,2,0,2,1,137,1.2,2455.25,1,1
30,Masculino,Urbano,Solteiro,Mensal,40.09,27,Boleto Bancário,1016.69,70.98,2,1,1,0,133,3.9,1082.43,1,0
51,Masculino,Urbano,Casado,Mensal,145.79,17,Boleto Bancário,933.94,33.05,4,1,5,1,72,4.8,2478.43,0,0
48,Masculino,Urbano,Casado,Semestral,108.89,26,Boleto Bancário,1474.42,9.24,3,0,2,0,125,1.2,2831.14,0,0
28,Masculino,Urbano,Divorciado,Mensal,35.0,33,Débito Automático,1346.12,6.55,4,0,7,0,166,3.9,1155.0,1,0
55,Masculino,Urbano,Solteiro,Semestral,34.83,4,Débito Automático,712.35,79.67,2,0,2,0,170,2.4,139.32,1,0
65,Feminino,Urbano,Casado,Semestral,52.79,19,Cartão de Crédito,57.79,98.62,3,0,3,2,2,1.6,1003.01,0,0
65,Masculino,Subúrbio,Divorciado,Anual,187.69,35,Débito Automático,685.06,85.42,4,0,8,0,62,3.8,6569.15,0,0
22,Feminino,Urbano,Solteiro,Semestral,122.88,9,Cartão de Crédito,751.72,30.31,1,0,5,0,142,3.7,1105.92,0,0
41,Feminino,Urbano,Casado,Semestral,173.88,12,Cartão de Crédito,473.44,61.47,3,0,0,0,174,1.2,2086.56,0,0
26,Masculino,Urbano,Casado,Mensal,39.75,34,Débito Automático,932.59,83.81,4,1,2,0,28,3.2,1351.5,0,0
54,Masculino,Rural,Solteiro,Anual,154.65,42,Boleto Bancário,398.49,33.86,1,1,1,0,23,3.0,6495.3,0,0
43,Feminino,Urbano,Solteiro,Anual,178.93,6,Boleto Bancário,1303.88,7.66,1,3,7,0,159,2.6,1073.58,0,1
46,Feminino,Urbano,Divorciado,Semestral,179.66,31,Boleto Bancário,295.44,55.71,1,1,3,0,12,1.0,5569.46,0,1
48,Feminino,Subúrbio,Casado,Anual,191.62,22,Cartão de Crédito,988.98,20.87,2,0,5,0,109,2.1,4215.64,0,1
57,Masculino,Subúrbio,Casado,Anual,70.03,40,Boleto Bancário,1104.62,92.23,1,2,8,0,135,1.5,2801.2,0,0
23,Feminino,Urbano,Divorciado,Anual,184.79,34,Boleto Bancário,1457.36,19.16,2,0,7,0,148,2.0,6282.86,0,0
48,Feminino,Subúrbio,Casado,Semestral,131.83,6,Boleto Bancário,1348.93,74.06,4,0,0,0,108,2.0,790.98,0,0
36,Feminino,Subúrbio,Solteiro,Anual,106.2,39,Débito Automático,190.07,34.67,1,0,1,0,157,3.1,4141.8,0,0
50,Feminino,Rural,Solteiro,Mensal,53.1,3,Débito Automático,172.97,92.03,2,2,8,0,136,1.1,159.3,1,0
49,Masculino,Urbano,Divorciado,Semestral,146.2,8,Boleto Bancário,593.21,69.35,1,0,9,0,106,4.9,1169.6,0,0
56,Feminino,Urbano,Solteiro,Semestral,60.12,19,Cartão de Crédito,906.87,97.1,2,1,4,0,73,2.7,1142.28,0,0
65,Masculino,Subúrbio,Solteiro,Mensal,61.49,2,Débito Automático,1434.44,53.57,4,1,8,0,95,1.1,122.98,0,0
26,Feminino,Urbano,Solteiro,Anual,122.69,45,Boleto Bancário,822.67,53.04,2,0,9,0,70,4.7,5521.05,0,0
69,Masculino,Urbano,Solteiro,Mensal,94.78,19,Cartão de Crédito,1427.18,75.62,2,0,5,1,112,2.2,1800.82,0,0
40,Masculino,Subúrbio,Divorciado,Mensal,113.32,1,Cartão de Crédito,1249.26,31.85,2,1,4,0,159,3.1,113.32,0,0
51,Masculino,Subúrbio,Solteiro,Anual,156.23,17,Débito Automático,337.57,95.17,2,0,6,0,155,2.4,2655.91,0,0
25,Feminino,Urbano,Solteiro,Mensal,47.79,24,Débito Automático,1106.88,49.04,2,0,6,1,120,2.2,1146.96,0,1
62,Feminino,Urbano,Divorciado,Mensal,111.46,44,Boleto Bancário,164.99,57.55,3,0,4,0,151,4.6,4904.24,1,0
68,Masculino,Subúrbio,Divorciado,Mensal,54.42,21,Boleto Bancário,158.23,64.28,3,0,9,0,22,4.5,1142.82,0,0
63,Feminino,Urbano,Divorciado,Anual,131.69,46,Cartão de Crédito,1337.14,40.09,4,0,3,1,33,4.8,6057.74,0,0
56,Feminino,Urbano,Divorciado,Semestral,77.12,24,Boleto Bancário,1415.41,97.33,2,1,5,0,80,4.8,1850.88,0,0
68,Feminino,Subúrbio,Casado,Mensal,92.16,4,Boleto Bancário,291.51,97.94,2,0,1,0,120,4.1,368.64,1,0
33,Feminino,Subúrbio,Casado,Mensal,174.94,14,Cartão de Crédito,421.75,69.66,1,0,5,0,116,4.8,2449.16,0,0
46,Masculino,Urbano,Casado,Anual,87.59,38,Boleto Bancário,494.95,40.31,3,0,6,0,54,3.1,3328.42,1,0
67,Masculino,Urbano,Casado,Semestral,121.36,9,Débito Automático,1015.51,21.7,1,0,2,0,128,4.3,1092.24,0,0
65,Feminino,Rural,Solteiro,Semestral,66.97,38,Boleto Bancário,95.66,12.97,2,4,7,1,104,1.1,2544.86,0,0
26,Feminino,Subúrbio,Solteiro,Semestral,132.54,32,Débito Automático,612.21,13.54,1,0,6,0,53,3.2,4241.28,0,0
52,Masculino,Urbano,Solteiro,Anual,157.78,23,Cartão de Crédito,501.57,64.73,4,0,7,0,84,3.5,3628.94,0,0
31,Masculino,Urbano,Solteiro,Mensal,162.68,7,Cartão de Crédito,507.69,65.99,2,0,2,0,145,1.8,1138.76,0,1
42,Masculino,Urbano,Solteiro,Mensal,194.19,36,Débito Automático,180.93,62.79,1,0,1,0,52,2.0,6990.84,0,1
65,Feminino,Subúrbio,Casado,Mensal,116.39,24,Débito Automático,1382.62,97.44,3,1,6,0,82,1.9,2793.36,0,0
27,Feminino,Rural,Divorciado,Anual,108.3,32,Cartão de Crédito,1159.12,62.74,4,0,2,0,9,3.6,3465.6,0,0
59,Masculino,Subúrbio,Casado,Mensal,58.44,3,Cartão de Crédito,742.9,71.98,3,4,0,1,31,1.9,175.32,0,1
42,Feminino,Urbano,Solteiro,Semestral,48.78,11,Débito Automático,899.14,14.07,3,1,5,0,72,4.5,536.58,0,0
23,Feminino,Urbano,Divorciado,Anual,143.88,36,Débito Automático,1230.25,41.32,4,0,8,0,33,2.0,5179.68,0,0
50,Masculino,Subúrbio,Solteiro,Mensal,76.14,42,Débito Automático,59.24,43.2,1,0,1,0,144,1.3,3197.88,1,0
46,Feminino,Urbano,Divorciado,Mensal,173.17,44,Débito Automático,925.51,51.15,1,0,7,0,117,4.3,7619.48,0,0
35,Feminino,Urbano,Solteiro,Mensal,62.49,13,Débito Automático,1449.81,71.36,4,1,4,0,157,4.2,812.37,0,1
62,Masculino,Urbano,Casado,Mensal,125.81,20,Cartão de Crédito,920.45,85.85,4,0,1,0,79,2.0,2516.2,0,0
57,Feminino,Urbano,Casado,Mensal,178.99,13,Boleto Bancário,741.23,21.22,4,1,9,0,111,3.2,2326.87,0,0
52,Masculino,Urbano,Solteiro,Anual,94.5,18,Cartão de Crédito,1005.56,36.44,3,0,8,0,61,1.0,1701.0,0,0
61,Feminino,Subúrbio,Divorciado,Mensal,185.0,30,Débito Automático,1020.86,92.52,1,1,0,0,171,3.2,5550.0,0,0
49,Masculino,Urbano,Casado,Mensal,124.97,8,Boleto Bancário,204.96,43.32,3,0,0,0,18,4.7,999.76,0,1
32,Feminino,Subúrbio,Divorciado,Mensal,188.04,27,Débito Automático,1206.83,75.07,1,0,4,0,169,2.2,5077.08,0,1
65,Feminino,Subúrbio,Solteiro,Mensal,112.03,20,Débito Automático,1434.31,84.8,3,0,2,0,165,3.7,2240.6,0,0
29,Masculino,Urbano,Solteiro,Semestral,192.13,18,Débito Automático,1278.88,15.38,3,0,7,0,125,2.8,3458.34,0,0
61,Masculino,Subúrbio,Divorciado,Mensal,43.41,3,Cartão de Crédito,1147.28,81.98,4,0,6,0,112,3.8,130.23,0,1
53,Masculino,Urbano,Solteiro,Mensal,121.38,33,Boleto Bancário,636.72,17.81,2,0,1,1,33,2.5,4005.54,0,0
49,Masculino,Urbano,Solteiro,Semestral,60.62,13,Débito Automático,479.66,89.68,4,0,4,0,11,4.1,788.06,1,0
60,Masculino,Urbano,Divorciado,Anual,186.07,37,Boleto Bancário,1116.3,97.17,4,0,9,0,167,2.2,6884.59,1,0
55,Feminino,Urbano,Casado,Semestral,180.35,16,Boleto Bancário,1213.82,76.23,1,0,5,0,104,1.8,2885.6,1,1
56,Feminino,Urbano,Casado,Mensal,133.09,28,Boleto Bancário,499.89,91.19,1,0,3,0,70,2.9,3726.52,0,1
68,Masculino,Subúrbio,Solteiro,Mensal,177.87,40,Boleto Bancário,991.66,31.94,1,0,8,0,153,2.2,7114.8,0,0
20,Feminino,Urbano,Divorciado,Semestral,79.44,4,Cartão de Crédito,257.99,22.09,1,0,5,0,174,2.7,317.76,1,0
58,Feminino,Subúrbio,Solteiro,Semestral,145.25,32,Cartão de Crédito,269.35,76.58,3,1,1,1,12,1.7,4648.0,0,0
38,Masculino,Urbano,Casado,Semestral,190.31,38,Cartão de Crédito,906.5,90.52,1,0,6,0,146,3.8,7231.78,0,0
31,Feminino,Urbano,Solteiro,Mensal,173.48,44,Cartão de Crédito,600.72,12.34,4,0,5,0,18,3.5,7633.12,0,0
18,Feminino,Urbano,Solteiro,Mensal,124.92,45,Débito Automático,696.01,71.54,2,3,3,0,67,4.9,5621.4,0,0
25,Masculino,Urbano,Divorciado,Mensal,104.03,4,Débito Automático,251.77,16.02,3,0,8,0,125,2.3,416.12,0,0
60,Feminino,Urbano,Casado,Anual,102.43,33,Débito Automático,1276.05,96.94,1,0,0,0,154,3.3,3380.19,0,1
38,Feminino,Urbano,Divorciado,Mensal,69.0,17,Débito Automático,579.33,28.11,1,0,7,0,125,1.0,1173.0,0,0
50,Feminino,Subúrbio,Casado,Mensal,68.47,5,Cartão de Crédito,1149.88,85.47,2,2,9,1,72,4.5,342.35,0,1
29,Masculino,Urbano,Solteiro,Mensal,42.21,30,Boleto Bancário,1182.26,30.33,2,4,7,0,179,1.7,1266.3,0,1
25,Masculino,Subúrbio,Casado,Mensal,39.73,18,Boleto Bancário,1307.74,64.57,2,1,2,1,71,4.3,715.14,0,1
26,Feminino,Urbano,Divorciado,Mensal,173.47,9,Débito Automático,840.63,13.36,4,2,3,0,83,3.2,1561.23,0,0
18,Masculino,Subúrbio,Solteiro,Mensal,105.19,12,Boleto Bancário,1478.0,11.42,3,5,7,0,144,2.7,1262.28,0,1
67,Masculino,Urbano,Divorciado,Semestral,132.7,41,Cartão de Crédito,352.34,90.62,4,0,5,0,178,4.0,5440.7,0,0
43,Feminino,Urbano,Divorciado,Semestral,48.75,8,Cartão de Crédito,60.5,69.79,2,3,5,0,77,2.7,390.0,0,0
57,Masculino,Urbano,Divorciado,Anual,78.56,42,Débito Automático,508.83,61.03,4,0,1,1,67,1.9,3299.52,1,1
49,Masculino,Rural,Solteiro,Anual,108.0,39,Boleto Bancário,383.13,14.66,2,0,8,0,52,4.1,4212.0,1,0
34,Masculino,Subúrbio,Casado,Anual,180.9,34,Boleto Bancário,356.83,36.88,4,0,9,0,88,4.3,6150.6,0,0
20,Masculino,Urbano,Casado,Mensal,188.54,47,Cartão de Crédito,1459.99,7.61,1,2,8,0,69,4.8,8861.38,0,0
20,Feminino,Urbano,Solteiro,Mensal,118.15,26,Boleto Bancário,1411.29,72.67,1,0,2,0,179,1.2,3071.9,1,0
46,Masculino,Urbano,Casado,Anual,108.48,34,Cartão de Crédito,886.73,58.26,2,1,6,0,139,5.0,3688.32,0,0
53,Masculino,Subúrbio,Casado,Mensal,68.14,44,Cartão de Crédito,955.42,82.5,4,0,3,1,161,2.4,2998.16,0,0
41,Feminino,Rural,Divorciado,Mensal,144.91,5,Débito Automático,1371.15,59.15,4,0,3,0,147,4.1,724.55,0,1
66,Masculino,Urbano,Solteiro,Semestral,172.75,27,Débito Automático,966.28,14.33,3,4,7,0,7,2.0,4664.25,0,0
36,Masculino,Urbano,Divorciado,Semestral,158.71,26,Cartão de Crédito,314.63,54.53,3,0,0,0,28,1.3,4126.46,0,0
47,Masculino,Urbano,Casado,Anual,130.02,34,Débito Automático,987.56,99.37,2,0,7,0,120,4.9,4420.68,0,0
34,Masculino,Urbano,Solteiro,Mensal,41.17,1,Boleto Bancário,815.02,84.1,4,0,3,0,60,3.1,41.17,0,0
45,Masculino,Subúrbio,Solteiro,Semestral,188.76,12,Boleto Bancário,61.46,83.99,2,1,4,0,58,2.7,2265.12,1,1
55,Feminino,Urbano,Casado,Mensal,68.56,15,Boleto Bancário,170.73,74.63,2,2,4,2,39,2.2,1028.4,1,0
20,Masculino,Urbano,Solteiro,Anual,117.62,21,Cartão de Crédito,340.36,36.35,1,0,5,0,30,2.7,2470.02,0,0
32,Masculino,Urbano,Solteiro,Mensal,143.6,47,Débito Automático,987.42,84.85,3,2,8,0,115,2.2,6749.2,0,1
53,Feminino,Subúrbio,Casado,Semestral,168.35,40,Boleto Bancário,891.9,19.18,3,0,2,0,119,1.1,6734.0,0,0
52,Feminino,Subúrbio,Divorciado,Semestral,130.76,36,Cartão de Crédito,306.17,56.8,3,2,1,0,171,1.9,4707.36,0,0
46,Masculino,Urbano,Solteiro,Semestral,107.15,10,Cartão de Crédito,445.33,13.1,3,2,4,0,51,3.1,1071.5,0,0
55,Masculino,Rural,Casado,Mensal,88.08,33,Débito Automático,952.55,12.17,1,0,2,0,178,2.1,2906.64,0,0
60,Masculino,Urbano,Solteiro,Semestral,127.65,33,Cartão de Crédito,209.36,12.7,4,0,8,0,120,3.1,4212.45,0,0
66,Feminino,Urbano,Solteiro,Anual,171.06,14,Débito Automático,290.75,54.05,3,0,6,0,131,2.1,2394.84,0,0
55,Masculino,Subúrbio,Solteiro,Mensal,142.55,21,Boleto Bancário,612.17,25.94,3,0,6,2,174,4.9,2993.55,1,1
42,Masculino,Urbano,Divorciado,Anual,136.0,3,Cartão de Crédito,1281.43,53.35,3,1,9,0,87,3.2,408.0,0,0
65,Feminino,Urbano,Divorciado,Semestral,114.56,11,Boleto Bancário,140.97,17.71,1,1,1,0,110,2.2,1260.16,0,0
54,Masculino,Rural,Solteiro,Semestral,38.56,3,Cartão de Crédito,1125.72,57.02,1,0,5,0,8,2.8,115.68,0,0
19,Masculino,Urbano,Solteiro,Anual,57.04,34,Boleto Bancário,490.89,44.78,1,2,8,2,138,4.7,1939.36,1,1
61,Feminino,Rural,Divorciado,Mensal,103.59,26,Boleto Bancário,185.32,16.73,1,3,2,0,88,4.9,2693.34,0,0
63,Masculino,Urbano,Solteiro,Mensal,107.81,21,Cartão de Crédito,307.66,53.39,2,0,5,0,149,3.0,2264.01,0,0
61,Masculino,Urbano,Solteiro,Mensal,100.07,41,Cartão de Crédito,1057.13,5.46,1,1,7,0,67,3.2,4102.87,0,0
52,Masculino,Urbano,Solteiro,Mensal,123.77,35,Cartão de Crédito,483.51,25.68,2,0,9,0,69,2.9,4331.95,0,0
55,Masculino,Subúrbio,Divorciado,Mensal,67.42,25,Cartão de Crédito,1367.88,82.36,3,2,0,0,108,3.2,1685.5,1,1
24,Feminino,Urbano,Solteiro,Mensal,51.31,10,Cartão de Crédito,1347.89,28.86,4,0,8,0,112,2.2,513.1,0,0
18,Feminino,Rural,Solteiro,Mensal,83.09,4,Cartão de Crédito,925.17,6.91,1,0,1,0,67,2.6,332.36,0,1
24,Masculino,Urbano,Divorciado,Mensal,59.62,30,Boleto Bancário,267.05,84.25,2,2,9,0,49,2.6,1788.6,0,0
28,Feminino,Urbano,Divorciado,Anual,92.09,7,Boleto Bancário,990.59,76.93,4,0,3,0,168,4.6,644.63,0,0
61,Feminino,Subúrbio,Solteiro,Mensal,62.92,16,Cartão de Crédito,811.0,29.12,2,0,7,0,77,1.4,1006.72,0,0
38,Masculino,Urbano,Casado,Mensal,50.34,4,Boleto Bancário,1311.68,82.81,3,0,3,0,52,2.1,201.36,0,1
56,Feminino,Urbano,Casado,Anual,93.6,22,Débito Automático,296.97,5.2,2,0,3,1,163,4.3,2059.2,1,0
44,Feminino,Rural,Solteiro,Anual,187.0,20,Cartão de Crédito,897.96,55.86,2,0,8,0,151,1.9,3740.0,0,0
51,Feminino,Urbano,Solteiro,Semestral,75.1,15,Cartão de Crédito,1320.85,76.03,2,0,1,1,170,3.6,1126.5,0,0
66,Feminino,Urbano,Casado,Mensal,197.52,23,Cartão de Crédito,1470.4,54.58,1,0,6,0,163,3.9,4542.96,0,0
68,Masculino,Urbano,Divorciado,Mensal,111.69,10,Cartão de Crédito,1004.6,80.63,3,2,3,0,159,1.9,1116.9,0,0
64,Feminino,Urbano,Solteiro,Mensal,34.94,22,Cartão de Crédito,202.77,76.49,2,0,7,0,35,2.1,768.68,0,0
62,Feminino,Subúrbio,Solteiro,Semestral,63.6,40,Boleto Bancário,1009.4,87.76,3,3,2,0,96,5.0,2544.0,0,0
33,Masculino,Urbano,Solteiro,Mensal,50.38,23,Boleto Bancário,138.7,52.05,4,0,5,0,98,3.1,1158.74,0,1
44,Feminino,Urbano,Divorciado,Semestral,145.3,46,Cartão de Crédito,148.37,98.37,4,0,3,0,162,3.1,6683.8,1,1
62,Masculino,Urbano,Solteiro,Mensal,113.02,46,Débito Automático,236.68,71.37,2,0,4,0,147,4.4,5198.92,1,1
61,Feminino,Urbano,Divorciado,Semestral,134.39,23,Débito Automático,505.74,77.38,2,0,6,1,88,3.9,3090.97,0,0
23,Masculino,Urbano,Solteiro,Semestral,126.39,22,Boleto Bancário,914.95,45.64,4,0,0,0,4,4.9,2780.58,0,0
18,Masculino,Subúrbio,Casado,Semestral,195.81,26,Boleto Bancário,692.27,22.19,1,0,9,0,67,3.4,5091.06,0,0
45,Masculino,Urbano,Casado,Mensal,173.49,42,Débito Automático,881.91,72.47,4,0,5,0,156,2.2,7286.58,0,1
36,Feminino,Subúrbio,Divorciado,Anual,149.68,19,Cartão de Crédito,1086.86,18.07,2,0,4,0,28,4.9,2843.92,0,0
30,Feminino,Subúrbio,Divorciado,Mensal,196.86,11,Boleto Bancário,84.37,25.24,4,0,2,0,60,3.0,2165.46,1,0
62,Masculino,Urbano,Divorciado,Semestral,140.07,38,Cartão de Crédito,301.44,99.17,2,2,1,0,55,2.4,5322.66,0,0
47,Feminino,Urbano,Solteiro,Mensal,143.42,35,Boleto Bancário,1487.06,87.5,4,1,0,0,1,4.7,5019.7,0,1
60,Feminino,Subúrbio,Casado,Semestral,187.85,4,Boleto Bancário,1462.4,55.49,2,0,3,0,133,4.5,751.4,0,0
67,Feminino,Subúrbio,Casado,Semestral,195.3,1,Boleto Bancário,432.48,10.02,4,0,8,0,48,3.9,195.3,0,0
60,Feminino,Urbano,Divorciado,Mensal,90.88,16,Boleto Bancário,1449.3,31.42,1,0,6,1,8,1.2,1454.08,0,0
27,Feminino,Urbano,Divorciado,Anual,108.95,14,Boleto Bancário,1440.94,75.74,3,0,3,0,139,4.9,1525.3,0,0
26,Feminino,Urbano,Casado,Semestral,156.77,27,Débito Automático,134.43,24.53,4,0,1,0,28,3.0,4232.79,0,0
45,Masculino,Urbano,Casado,Mensal,160.58,32,Boleto Bancário,357.37,32.2,4,0,3,0,49,1.7,5138.56,0,0
50,Feminino,Subúrbio,Divorciado,Semestral,138.67,4,Boleto Bancário,1075.1,77.9,2,0,1,1,178,1.5,554.68,0,0
51,Masculino,Urbano,Casado,Mensal,42.12,21,Boleto Bancário,618.85,7.16,2,0,2,0,29,1.2,884.52,0,0
44,Masculino,Urbano,Solteiro,Mensal,112.42,30,Cartão de Crédito,1414.76,76.43,1,2,3,1,106,1.8,3372.6,1,0
34,Masculino,Urbano,Casado,Mensal,79.66,35,Boleto Bancário,1219.44,68.01,3,0,6,0,42,1.5,2788.1,0,1
56,Masculino,Rural,Solteiro,Mensal,179.03,10,Boleto Bancário,98.31,10.57,1,0,8,0,152,3.9,1790.3,0,0
60,Feminino,Rural,Divorciado,Mensal,90.03,2,Cartão de Crédito,1110.77,23.69,4,0,4,1,101,2.2,180.06,0,1
47,Feminino,Urbano,Casado,Anual,171.77,25,Débito Automático,157.77,96.43,4,0,1,0,27,4.1,4294.25,0,0
20,Masculino,Urbano,Divorciado,Semestral,146.79,7,Débito Automático,284.99,71.83,4,0,6,0,71,1.1,1027.53,1,0
46,Masculino,Urbano,Divorciado,Semestral,159.8,15,Cartão de Crédito,986.19,35.16,4,0,6,0,161,3.3,2397.0,0,0
36,Feminino,Urbano,Solteiro,Anual,138.84,1,Débito Automático,102.34,55.16,1,3,7,0,93,1.2,138.84,0,0
55,Feminino,Urbano,Solteiro,Semestral,194.54,23,Boleto Bancário,1059.1,23.32,4,0,3,0,42,4.9,4474.42,0,0
21,Masculino,Urbano,Solteiro,Mensal,197.54,47,Débito Automático,1398.78,14.47,3,0,4,0,156,1.3,9284.38,0,0
61,Feminino,Subúrbio,Solteiro,Mensal,115.73,5,Débito Automático,997.58,67.92,2,1,9,0,91,3.9,578.65,0,0
57,Masculino,Urbano,Solteiro,Mensal,57.64,11,Boleto Bancário,255.49,78.52,2,4,4,0,47,4.6,634.04,0,1
68,Masculino,Urbano,Divorciado,Mensal,140.47,19,Boleto Bancário,1142.45,91.34,3,4,8,0,127,4.7,2668.93,0,1
59,Feminino,Urbano,Solteiro,Mensal,132.0,21,Boleto Bancário,975.37,6.19,2,0,4,1,116,1.1,2772.0,1,0
34,Masculino,Urbano,Casado,Semestral,145.98,2,Cartão de Crédito,920.19,18.92,3,0,1,0,126,3.2,291.96,0,0
55,Masculino,Subúrbio,Casado,Mensal,113.18,12,Boleto Bancário,1349.84,27.0,3,0,3,0,52,1.0,1358.16,0,1
